,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,AGE
393,Rajon Rondo,Cavaliers,Guard,185,17.0,USA,1986-02-22,17,21,,,,,,,,2641691,"26 Years, 6 months, 0 days"
394,Derrick Rose,Knicks,Guard,188,19.0,USA,1988-10-04,13,1,35.0,937.0,521.0,101.0,146.0,31.0,15.0,13445120,"30 Years, 4 months, 18 days"
395,Terrence Ross,Magic,Guard-Forward,198,19.0,USA,1991-02-05,10,8,46.0,1347.0,717.0,158.0,108.0,47.0,21.0,12500000,"28 Years, 6 months, 30 days"
396,Terry Rozier,Hornets,Guard,185,18.0,USA,1994-03-17,7,16,69.0,2383.0,1407.0,302.0,293.0,87.0,26.0,17905263,"23 Years, 5 months, 21 days"
397,Ricky Rubio,Cavaliers,Guard,188,18.0,Spain,1990-10-21,11,5,,,,,,,,17809524,"22 Years, 1 months, 1 days"
398,D'Angelo Russell,Timberwolves,Guard,193,18.0,USA,1996-02-23,7,2,42.0,1196.0,796.0,111.0,244.0,45.0,18.0,30013500,"26 Years, 3 months, 10 days"
400,Domantas Sabonis,Kings,Forward-Center,211,22.0,Lithuania,1996-05-03,6,11,,,,,,,,18562500,"25 Years, 10 months, 4 days"
401,Dario Saric,Suns,Forward-Center,208,21.0,Croatia,1994-04-08,5,12,50.0,871.0,437.0,190.0,65.0,30.0,4.0,9000000,"21 Years, 0 months, 28 days"
402,Tomas Satoransky,Wizards,Guard,201,20.0,Czech Republic,1991-10-30,7,32,,,,,,,,10468119,"25 Years, 4 months, 29 days"
405,Dennis Schroder,Rockets,Guard,185,16.0,Germany,1993-09-15,9,17,,,,,,,,5890000,"32 Years, 0 months, 18 days"
407,Alperen Sengun,Rockets,Center,208,23.0,Turkey,2002-07-25,1,16,,,,,,,,3214680,"24 Years, 1 months, 1 days"
408,Collin Sexton,Jazz,Guard,185,18.0,USA,1999-01-04,4,8,,,,,,,,6349671,"27 Years, 11 months, 11 days"
409,Landry Shamet,Suns,Guard,193,18.0,USA,1997-03-13,4,26,,,,,,,,3768342,"21 Years, 10 months, 15 days"
410,Day'Ron Sharpe,Nets,Center,206,24.0,USA,2001-11-06,1,29,,,,,,,,2009040,"33 Years, 10 months, 12 days"
411,Pascal Siakam,Raptors,Forward,203,21.0,Cameroon,1994-04-02,6,27,56.0,2006.0,1196.0,405.0,250.0,64.0,37.0,31320000,"22 Years, 7 months, 8 days"
412,Ben Simmons,Nets,Guard-Forward,211,22.0,Australia,1996-07-20,4,1,,,,,,,,31590000,"28 Years, 2 months, 22 days"
413,Marko Simonovic,Bulls,Center,211,20.0,Montenegro,1999-10-15,1,44,,,,,,,,925258,"33 Years, 3 months, 11 days"
414,Anfernee Simons,Trail Blazers,Guard,190,17.0,USA,1999-06-08,4,24,64.0,1104.0,502.0,140.0,89.0,18.0,8.0,3938818,"23 Years, 8 months, 22 days"
417,Marcus Smart,Celtics,Guard,193,20.0,USA,1994-03-06,8,6,48.0,1581.0,627.0,167.0,273.0,72.0,23.0,14339285,"27 Years, 9 months, 22 days"
418,Ish Smith,Nuggets,Guard,183,16.0,USA,1988-07-05,12,Undrafted,,,,,,,,4500000,"35 Years, 10 months, 28 days"
419,Jalen Smith,Pacers,Forward-Center,208,20.0,USA,2000-03-16,2,10,,,,,,,,4458000,"21 Years, 0 months, 29 days"
420,Xavier Sneed,Jazz,Forward,196,20.0,USA,1997-12-21,1,Undrafted,,,,,,,,1563518,"21 Years, 0 months, 12 days"
421,Tony Snell,Pelicans,Guard,198,20.0,USA,1991-11-10,9,20,,,,,,,,2389641,"24 Years, 11 months, 7 days"
422,Jaden Springer,76ers,Guard,193,19.0,USA,2002-09-25,1,28,,,,,,,,2023800,"22 Years, 2 months, 18 days"
424,Lance Stephenson,Pacers,Forward,196,20.0,USA,1990-09-05,11,40,,,,,,,,924730,"26 Years, 5 months, 29 days"
425,Lamar Stevens,Cavaliers,Forward,198,21.0,USA,1997-07-09,2,Undrafted,40.0,499.0,165.0,96.0,25.0,17.0,13.0,1517981,"21 Years, 5 months, 24 days"
426,Isaiah Stewart,Pistons,Forward-Center,203,23.0,USA,2001-05-22,2,16,68.0,1455.0,537.0,453.0,59.0,39.0,86.0,3277080,"26 Years, 11 months, 28 days"
427,Max Strus,Heat,Guard-Forward,196,20.0,USA,1996-03-28,3,Undrafted,39.0,507.0,236.0,41.0,24.0,11.0,2.0,1669178,"23 Years, 0 months, 2 days"
428,Jalen Suggs,Magic,Guard,196,19.0,USA,2001-06-03,1,5,,,,,,,,6593040,"30 Years, 4 months, 29 days"
429,Jae'Sean Tate,Rockets,Forward,193,21.0,USA,1995-10-28,2,Undrafted,70.0,2043.0,794.0,374.0,178.0,85.0,36.0,1517981,"34 Years, 3 months, 3 days"
430,Jayson Tatum,Celtics,Forward-Guard,203,20.0,USA,1998-03-03,5,3,64.0,2290.0,1692.0,472.0,276.0,75.0,31.0,28103550,"24 Years, 0 months, 5 days"
432,Garrett Temple,Pelicans,Guard-Forward,196,18.0,USA,1986-05-08,12,Undrafted,,,,,,,,4910000,"25 Years, 6 months, 6 days"
433,Tyrell Terry,Grizzlies,Guard,188,15.0,USA,2000-09-28,3,31,,,,,,,,1517981,
434,Daniel Theis,Pacers,Forward-Center,206,23.0,Germany,1992-04-04,5,Undrafted,,,,,,,,8372093,
436,Cam Thomas,Nets,Guard,190,20.0,Japan,2001-10-13,1,27,,,,,,,,2036280,
438,Matt Thomas,Bulls,Guard,190,18.0,USA,1994-08-04,3,Undrafted,,,,,,,,1669178,
439,Klay Thompson,Warriors,Guard,198,20.0,USA,1990-02-08,9,11,,,,,,,,37980720,
440,Tristan Thompson,Bulls,Center-Forward,206,24.0,Canada,1991-03-13,11,4,,,,,,,,9720900,
441,JT Thor,Hornets,Forward,206,19.0,USA,2002-08-26,1,37,,,,,,,,1250000,
442,Matisse Thybulle,76ers,Guard-Forward,196,19.0,USA,1997-03-04,3,20,65.0,1298.0,255.0,124.0,63.0,105.0,71.0,2840160,
443,Killian Tillie,Grizzlies,Forward-Center,206,20.0,France,1998-03-05,2,Undrafted,18.0,182.0,57.0,24.0,8.0,5.0,8.0,2000000,
444,Xavier Tillman Sr.,Grizzlies,Forward,203,23.0,USA,1999-01-12,2,35,59.0,1085.0,390.0,256.0,75.0,44.0,33.0,1517981,
445,Isaiah Todd,Wizards,Forward,206,20.0,USA,2001-10-17,1,31,,,,,,,,1500000,
446,Obi Toppin,Knicks,Forward,206,20.0,USA,1998-03-04,2,8,62.0,683.0,253.0,138.0,29.0,17.0,15.0,5105160,
447,Juan Toscano-Anderson,Lakers,Forward,198,20.0,USA,1993-04-10,3,Undrafted,,,,,,,,1701593,
448,Karl-Anthony Towns,Timberwolves,Center-Forward,211,23.0,USA,1995-11-15,7,1,50.0,1689.0,1239.0,529.0,225.0,39.0,57.0,31610000,
449,Gary Trent Jr.,Raptors,Guard-Forward,196,20.0,USA,1999-01-18,4,37,17.0,540.0,275.0,61.0,22.0,19.0,4.0,16000000,
450,P.J. Tucker,76ers,Forward,196,23.0,USA,1985-05-05,11,35,,,,,,,,7000000,
452,Myles Turner,Pacers,Center-Forward,211,23.0,USA,1996-03-24,7,11,47.0,1455.0,592.0,306.0,48.0,40.0,159.0,18000000,
453,Jonas Valanciunas,Pelicans,Center,211,24.0,Lithuania,1992-05-06,10,5,,,,,,,,14000000,
454,Fred VanVleet,Raptors,Guard,185,18.0,USA,1994-02-25,6,Undrafted,52.0,1899.0,1019.0,220.0,328.0,87.0,37.0,19675926,
455,Jarred Vanderbilt,Jazz,Forward,206,20.0,USA,1999-04-03,4,41,,,,,,,,4259259,
456,Devin Vassell,Spurs,Guard-Forward,196,19.0,USA,2000-08-23,2,11,62.0,1056.0,341.0,174.0,56.0,43.0,18.0,4235160,
457,Gabe Vincent,Heat,Guard,190,19.0,USA,1996-06-14,3,Undrafted,50.0,655.0,242.0,56.0,67.0,21.0,2.0,1669178,
458,Nikola Vucevic,Bulls,Center,208,24.0,Montenegro,1990-10-24,11,16,26.0,848.0,559.0,300.0,102.0,23.0,20.0,24000000,
459,Dean Wade,Cavaliers,Forward-Center,206,21.0,USA,1996-11-20,3,Undrafted,63.0,1212.0,376.0,215.0,74.0,35.0,21.0,1782621,
460,Franz Wagner,Magic,Forward,208,20.0,Germany,2001-08-27,1,8,,,,,,,,5007840,
461,Moritz Wagner,Magic,Forward-Center,211,23.0,Germany,1997-04-26,4,25,11.0,286.0,121.0,54.0,12.0,4.0,9.0,1729217,
463,Kemba Walker,Pistons,Guard,183,17.0,USA,1990-05-08,11,9,,,,,,,,8729020,
464,Lonnie Walker IV,Lakers,Guard-Forward,193,19.0,USA,1998-12-14,4,18,,,,,,,,4447896,
465,John Wall,Clippers,Guard,190,20.0,USA,1990-09-06,10,1,,,,,,,,44310840,
466,T.J. Warren,Nets,Forward,203,20.0,USA,1993-09-05,7,14,,,,,,,,12690000,
467,P.J. Washington,Hornets,Forward,201,21.0,USA,1998-08-23,3,12,64.0,1954.0,824.0,418.0,161.0,69.0,79.0,4215120,
469,Yuta Watanabe,Nets,Guard-Forward,206,20.0,Japan,1994-10-13,4,Undrafted,,,,,,,,1762769,
471,Trendon Watford,Trail Blazers,Forward,203,22.0,USA,2000-11-09,1,Undrafted,,,,,,,,260561,
473,Russell Westbrook,Lakers,Guard,190,19.0,USA,1988-11-12,14,4,,,,,,,,44211146,
474,Coby White,Bulls,Guard,193,18.0,USA,2000-02-16,3,7,69.0,2156.0,1041.0,284.0,328.0,38.0,15.0,5837760,
475,Derrick White,Celtics,Guard,193,18.0,USA,1994-07-02,5,29,,,,,,,,15178571,
476,Hassan Whiteside,Jazz,Center,213,24.0,USA,1989-06-13,10,33,,,,,,,,2401537,
478,Aaron Wiggins,Thunder,Guard,193,18.0,USA,1999-01-02,1,55,,,,,,,,1000000,
479,Andrew Wiggins,Warriors,Forward,201,18.0,Canada,1995-02-23,8,1,71.0,2364.0,1320.0,347.0,167.0,67.0,70.0,31579390,
482,Grant Williams,Celtics,Forward,198,22.0,USA,1998-11-30,3,22,63.0,1138.0,294.0,178.0,64.0,32.0,24.0,2617800,
483,Kenrich Williams,Thunder,Guard-Forward,198,20.0,USA,1994-12-02,4,Undrafted,66.0,1426.0,526.0,273.0,152.0,55.0,17.0,2000000,
484,Lou Williams,Hawks,Guard,188,16.0,USA,1986-10-27,17,45,24.0,505.0,239.0,50.0,81.0,8.0,2.0,5000000,
485,Patrick Williams,Bulls,Forward,201,20.0,USA,2001-08-26,2,4,71.0,1983.0,655.0,327.0,99.0,64.0,46.0,7422000,
486,Ziaire Williams,Grizzlies,Forward,206,17.0,USA,2001-09-12,1,10,,,,,,,,4373160,
487,Robert Williams III,Celtics,Center-Forward,206,22.0,USA,1997-10-17,4,27,52.0,985.0,417.0,358.0,94.0,43.0,91.0,3661976,
488,Zion Williamson,Pelicans,Forward,198,27.0,USA,2000-07-06,2,1,61.0,2026.0,1647.0,441.0,226.0,57.0,39.0,10733400,
489,Dylan Windler,Cavaliers,Guard-Forward,198,18.0,USA,1996-09-22,2,26,31.0,513.0,161.0,107.0,33.0,19.0,12.0,2239200,
490,Justise Winslow,Trail Blazers,Forward-Guard,198,21.0,USA,1996-03-26,7,10,,,,,,,,3902439,
492,James Wiseman,Warriors,Center,213,22.0,USA,2001-03-31,1,2,39.0,836.0,448.0,226.0,26.0,11.0,36.0,9166800,
493,Christian Wood,Mavericks,Forward,206,20.0,USA,1995-09-27,6,Undrafted,,,,,,,,13666667,
494,Robert Woodard II,Spurs,Forward,198,22.0,USA,1999-09-22,2,40,,,,,,,,1517981,
495,Delon Wright,Wizards,Guard,196,17.0,USA,1992-04-26,7,20,,,,,,,,8526316,
499,Thaddeus Young,Raptors,Forward,203,22.0,USA,1988-06-21,15,12,,,,,,,,14190000,
500,Trae Young,Hawks,Guard,185,15.0,USA,1998-09-19,4,5,63.0,2125.0,1594.0,245.0,594.0,53.0,12.0,8326471,
501,Omer Yurtseven,Heat,Center,211,26.0,Turkey,1998-06-19,1,Undrafted,,,,,,,,1489065,
502,Ivica Zubac,Clippers,Center,213,22.0,Croatia,1997-03-18,6,32,72.0,1609.0,650.0,519.0,90.0,24.0,62.0,7518518,
